	75
stay.v.04:continue	7
bullshit.n.01:bull	20
bullshit.n.01:crap	4
dwindle.v.01:dwindle	6
ten_thousand.n.01:myriad	20
continue.v.02:continue	44
reading.n.04:reading	44
brick.n.02:brick	18
distinctly.r.01:distinctly	170
average.v.01:average	72
avoid.v.01:avoid	29
circulation.n.06:circulation	6
unhealthy.a.01:unhealthy	113
entirely.r.02:only	5
run.v.03:pass	6
bigfoot.n.01:Bigfoot	45
bind.v.07:bind	28
hit.v.02:strike	44
wholly.r.01:entirely	34
make.v.14:make	3
install.v.02:install	6
metro.n.01:tube	13
ineffective.a.01:ineffective	18
come.v.16:come	3
crop-dusting.n.01:spraying	29
continue.v.01:proceed	29
drink.n.02:drink	52
remedy.n.02:remedy	10
cake.n.01:bar	12
vesiculation.n.01:blistering	137
australia.n.01:Australia	131
regulate.v.02:regulate	28
concern.n.02:fear	23
kit.n.03:kit	51
spend.v.03:spend	11
whoremaster.n.01:whoremonger	66
coldness.n.03:low_temperature	50
winter.n.01:wintertime	10
michigan.n.03:Chicago	2
australia.n.02:Australia	74
sponge.n.01:sponge	1
obedience.n.03:respect	39
parturition.n.01:birth	3
antipathy.n.01:aversion	47
birth.n.01:birth	15
point.n.07:point	117
stitch.n.02:stitch	2
cough.n.01:coughing	1
natal.a.01:natal	14
convalescence.n.01:recovery	16
military_post.n.01:post	57
recover.v.01:recover	10
section.n.03:section	21
victimize.v.03:con	15
eskimo_dog.n.01:husky	8
eighteen.n.01:18	157
pad.n.04:pad	5
comply.v.01:comply	7
accuse.v.01:accuse	32
marriage.n.01:marriage	64
maker.n.01:maker	25
inlay.n.02:inlay	51
lever.n.03:lever	68
screwdriver.n.01:screwdriver	23
eleventh.s.01:11th	47
away.r.07:away	123
regretful.a.01:sorry	12
flatcar.n.01:flatcar	104
metrical_foot.n.01:metrical_unit	32
metier.n.02:metier	4
remember.v.07:remember	24
theater.n.01:theatre	14
take.v.27:take	106
gladly.r.01:gladly	21
bones.n.01:bones	58
mistakenly.r.01:mistakenly	68
do.n.02:ut	13
spin.n.05:spin	46
worst.n.03:worst	11
helen.n.01:Helen	3
arbor.n.03:bower	80
touch.n.04:signature	56
prefect.n.01:prefect	86
gather.v.01:gather	122
help.v.02:help	1
hearer.n.01:hearer	5
cord.n.02:cord	117
vent.v.02:air	217
footstep.n.03:stride	176
ritual.n.01:rite	9
assumption.n.02:assumption	50
unlaced.a.01:untied	7
inquiry.n.01:research	4
remember.v.03:remember	8
undone.s.01:undone	120
wedge.v.02:wedge	22
defy.v.02:refuse	90
growth.n.01:growth	4
adam.n.03:go	1
nuthatch.n.01:nutcracker	3
string.n.08:string	217
bow.n.04:bow	76
tie.n.09:tie	21
tie.v.03:tie	135
decoration.n.01:decoration	9
trace.v.02:trace	19
template.n.01:template	23
schoolmate.n.01:classmate	7
cobra.n.01:cobra	82
picture.v.02:depict	62
marine.n.01:Marine	21
any.s.01:any	5
marine.a.01:marine	37
pride.n.03:pride	76
earth.n.01:globe	33
anchor.n.02:anchor	59
screen.n.05:screen	20
arrow.n.02:arrow	12
party.v.01:party	94
aside.r.02:away	4
committedness.n.01:commitment	8
fag_end.n.01:tail	10
banish.v.02:ban	16
relegate.v.04:relegate	44
anguish.n.01:torture	10
rig.v.04:rig	2
refuge.n.03:asylum	140
choice.n.01:pick	1
imposter.n.01:pretender	20
promptly.r.02:promptly	86
ironing.n.02:ironing	8
average.n.03:average	114
dress.n.01:frock	15
weaponry.n.01:weapons_system	32
war.v.01:war	14
ware.n.01:ware	45
pass.n.07:pass	21
duty.n.01:responsibility	6
betula.n.01:Betula	41
contribution.n.03:donation	6
slack.n.03:slack	8
oddity.n.02:quirk	242
russell.n.07:Russell	41
dream.v.01:dream	113
gas_constant.n.01:R	6
invest.v.01:commit	6
suicide.n.01:suicide	5
bob.n.02:bob	25
line.n.04:line	4
gnome.n.01:dwarf	15
comedian.n.01:comic	58
simpson.n.02:Simpson	6
albert.n.01:Albert	2
white.n.03:White	5
humiliate.v.01:chagrin	3
intensively.r.01:intensively	6
cope.v.01:contend	5
backseat.n.02:backseat	11
profit.n.02:profit	4
affluence.n.01:richness	58
care.n.05:care	55
pass.n.15:toss	2
manhattan.n.02:manhattan	25
el_salvador.n.01:Salvador	52
approach.v.01:approach	8
generous.a.02:generous	5
scruple.n.02:misgiving	70
december.n.01:Dec	2
score.v.06:score	8
spar.v.04:spar	138
base_runner.n.01:runner	20
chase.v.01:tag	51
gas.n.01:gas	47
fleshy.s.01:overweight	62
promptly.r.01:quick	21
bald.v.01:bald	2
tae_kwon_do.n.01:taekwondo	49
wound.n.01:wound	4
franklin.n.03:franklin	43
necessarily.r.03:necessarily	39
roughly.r.03:rough	25
supple.v.01:supple	50
inset.n.01:inset	82
collection.n.04:collection	6
sycophant.n.01:crawler	32
daycare.n.01:daycare	6
sweatshop.n.01:sweatshop	513
capri.n.01:Capri	4
grate.n.01:grate	106
hang.v.03:hang	30
moon.n.01:Moon	83
each.s.01:each	2
era.n.02:geological_era	14
en.n.01:nut	28
buyer.n.01:vendee	11
subject.n.06:subject	37
vent.n.04:vent	20
feature.n.02:feature	30
courteous.a.02:courteous	32
easily.r.01:easy	1
canto.n.02:canto	24
roentgen.n.01:R	4
expostulation.n.01:objection	2
pucker.n.01:ruck	54
apprehension.n.04:collar	19
philippines.n.01:Philippines	2
soapsuds.n.01:suds	12
rinse.n.03:rinse	20
hop.v.06:hop	10
hut.n.01:hut	7
hood.n.02:hood	134
giving.n.01:giving	1
telephone_receiver.n.01:telephone_receiver	4
interpret.v.01:interpret	15
diskette.n.01:floppy	2
fifty.s.01:fifty	1
shetland_sheepdog.n.01:Shetland	118
scavenge.v.04:clean	351
detonator.n.01:cap	16
greatcoat.n.01:overcoat	56
cap.v.01:cap	14
splash.v.06:splash	2
bengali.n.03:Bangla	65
chinese.n.01:Chinese	47
brow.n.01:forehead	67
cap.n.02:cap	53
extra.n.03:extra	6
perplex.v.01:dumbfound	2
exhaust.n.01:exhaust	36
scheme.v.01:intrigue	21
adjustment.n.03:adjustment	2
venereal_disease.n.01:VD	33
have_a_bun_in_the_oven.v.01:have_a_bun_in_the_oven	12
blow.v.03:blow	16
insignia.n.01:insignia	1
exhale.v.02:exhale	28
shaft.v.01:shaft	4
selene.n.02:Selene	2
underworld.n.01:underworld	31
lacing.n.01:lacing	23
pleaser.n.01:pleaser	65
impress.n.01:impress	51
citrine.n.01:citrine	86
lime.n.06:lime	134
glitter.n.01:sparkle	73
box.v.03:box	111
karat.n.01:carat	9
place_setting.n.01:setting	21
set.v.06:set	54
round.n.04:round	106
glitter.v.01:shine	12
brilliantly.r.01:brilliantly	89
clarity.n.01:clarity	48
phonograph_record.n.01:disc	3
wilt.v.02:droop	19
scroll.v.01:scroll	20
unclutter.v.01:clear	75
jewel.n.02:gem	54
mrs.n.01:Mrs	187
stone.v.01:stone	10
suspension.n.06:dangling	103
dot.v.01:stud	6
selfish.a.01:selfish	16
stabilizer.n.03:stabilizer	38
smash.v.10:smash	4
survivor.n.02:survivor	7
character.n.07:reference	1
manhole.n.01:manhole	37
wine.n.02:wine	72
old_age.n.01:age	44
dirty.a.02:dirty	39
note.v.01:remark	7
grey.v.01:gray	5
discharge.n.02:venting	5
cologne.n.02:cologne	322
headband.n.01:headband	1
consult.v.04:consult	88
convertible.a.01:convertible	58
ellipse.n.01:oval	19
scarlet.n.01:scarlet	13
jeep.n.01:jeep	13
nineties.n.02:1990s	12
jester.n.01:fool	3
flagship.n.01:flagship	3
grounder.n.01:hopper	20
eyebrow.n.01:eyebrow	14
child.n.01:shaver	38
sunburn.v.01:sunburn	135
brim.n.02:brim	26
spectacular.n.01:spectacular	50
antique.v.02:antique	3
form.n.07:cast	79
lobster.n.01:lobster	51
round.a.01:circular	40
dexterity.n.01:dexterity	7
finish.n.04:finish	326
chain.n.02:chain	48
intentionally.r.01:intentionally	23
oxidize.v.02:oxidize	26
bale.n.01:bale	85
starter.n.01:starter	29
representation.n.01:representation	202
charm.n.03:charm	13
work.v.09:work	30
irons.n.01:chains	104
tousle.v.01:tangle	62
old-timer.n.02:antique	4
turning.n.03:turning	21
wobble.v.01:wobble	44
shinny.n.01:shinny	27
registered_nurse.n.01:RN	8
hairdresser.n.01:hairdresser	14
whippersnapper.n.01:whippersnapper	45
chopine.n.01:platform	88
senior_high_school.n.01:senior_high_school	2
honk.v.03:honk	12
anyhow.r.01:anyhow	2
buttocks.n.01:keister	27
drop_curtain.n.01:drop	18
southwest.n.02:Southwest	30
curriculum_vitae.n.01:CV	5
constriction.n.03:constriction	22
par.v.01:par	47
freeze.v.09:freeze	3
agitator.n.01:agitator	17
hesitate.v.01:waffle	152
cover.v.02:cover	1
religious_doctrine.n.01:gospel	2
matthew.n.02:Matthew	8
verse.n.03:verse	49
waffle.n.01:waffle	70
open.v.06:open	10
firearm.n.01:piece	9
minneapolis.n.01:Minneapolis	3
refit.n.01:refit	2
bark.v.03:bark	17
leave.v.06:allow	9
rumple.v.03:rumple	40
stumble.v.02:trip	13
figuratively.r.01:figuratively	2
slump.v.02:sink	1
hazelnut.n.01:hazel	8
forgiveness.n.02:pardon	11
understatement.n.01:understatement	21
ninety-four.s.01:94	10
newton.n.02:newton	2
auspices.n.01:aegis	60
shield.n.02:shield	30
bacteria.n.01:bacteria	6
superior.n.02:superior	3
cricket.n.01:cricket	2
prague.n.01:Prague	19
advertise.v.02:advertize	56
ruin.n.02:ruin	39
perry.n.03:Perry	14
alligator.n.02:alligator	43
character.n.05:type	293
airline.n.02:airline	97
miss.v.01:lose	3
amendment.n.02:amendment	34
relative.n.02:relative	19
leap.n.02:leap	20
thriftlessness.n.01:waste	1
juggle.n.02:juggle	18
photograph.v.01:snap	37
hook.v.04:hook	1
shopkeeper.n.01:tradesman	34
original.n.02:pilot	23
button.n.04:button	22
bust_up.v.01:wreck	884
drop.n.01:bead	17
vane.n.04:web	140
toss_off.v.02:pop	14
writer.n.01:writer	32
melon.n.01:melon	17
associate.v.01:relate	32
border.v.05:edge	87
lock.n.02:curl	46
connection.n.03:connector	2
bohrium.n.01:Bh	16
ballistic.a.01:ballistic	22
holster.n.02:holster	8
radio.v.01:radio	21
tightening.n.01:tightening	7
loosening.n.02:loosening	20
flashlight.n.01:flashlight	33
knife.v.01:knife	4
engage.v.10:lock	1
rigger.n.03:rigger	5
firecracker.n.01:cracker	64
surpass.v.02:exceed	32
service.n.04:service	36
passing.a.02:pass	53
manage.v.02:care	737
ring.v.06:ring	28
fact.n.03:fact	4
solution.n.02:result	117
muffin.n.01:gem	50
punch.n.02:punch	8
know.v.09:know	2
incomparable.a.01:uncomparable	50
on-line.a.01:online	21
target.n.01:target	55
unintentionally.r.01:accidentally	10
charge.n.01:charge	5
defender.n.01:defender	26
squelch.v.03:slop	26
camouflage.n.02:camouflage	54
do.v.03:perform	52
convention.n.02:pattern	34
snug.s.01:snug	14
rig.n.01:rig	109
train.v.02:train	19
venue.n.02:venue	125
sphere.n.01:area	15
software.n.01:software_system	66
request.n.02:request	28
supplier.n.01:provider	114
sent.a.01:sent	25
shot.n.04:shot	3
respiration.n.01:respiration	4
crop.n.01:harvest	15
loudly.r.01:loudly	22
athletic_supporter.n.01:jockstrap	3
brief.n.01:legal_brief	87
simplicity.n.01:simplicity	13
whistle.v.01:whistle	5
beat_generation.n.01:beats	81
last.r.02:lastly	34
singapore.n.03:Singapore	7
skateboard.v.01:skateboard	3
privilege.v.01:favour	3
skateboarder.n.01:skateboarder	191
jewel.n.02:jewel	26
print.v.04:print	12
sponge.n.04:sponge	13
bob.n.05:bob	5
earth.v.01:earth	11
luke.n.02:Luke	8
unhelpful.a.01:unhelpful	28
vote.n.01:vote	2
line.n.14:line	8
inherit.v.03:inherit	42
nightshirt.n.01:nightshirt	26
confusion.n.02:confusion	4
loose.s.09:loose	5
stool.v.04:shit	18
clog.v.06:clog	106
chest_of_drawers.n.01:dresser	4
armory.n.01:inventory	17
bunch.n.03:bunch	3
weekly.n.01:weekly	9
luxuriously.r.01:luxuriously	3
emotional.a.02:emotional	10
dislocation.n.02:breakdown	18
heaven.n.02:Heaven	2
agony.n.01:agony	116
teaching.n.01:instruction	40
avail.n.01:help	13
rise.n.04:rise	18
impossibly.r.01:impossibly	26
explanation.n.01:account	1
fern.n.01:fern	61
creek.n.02:Creek	43
invest.v.04:vest	58
shoulder.v.03:shoulder	3
diffuser.n.02:diffuser	31
freeze.v.03:freeze	12
vest.n.01:waistcoat	20
lee.n.08:leeward	2
level.n.05:level	19
net_income.n.01:profit	1
president.n.03:president	41
utility.n.01:utility	1
particular.s.01:peculiar	42
way.n.04:way	4
passing.a.02:passing	18
spill.n.04:spill	12
straight.r.03:straight	53
abdomen.n.01:belly	5
columbia.n.04:Columbia	11
lashkar-e-taiba.n.01:Army_of_the_Righteous	68
creative.a.01:creative	39
situation.n.02:situation	9
core.v.01:core	5
character.n.03:fibre	56
flight.n.02:flight	5
intermediate.n.01:intermediate	28
throat.n.01:throat	24
grinding.n.03:abrasion	8
whistle.v.05:whistle	18
bit.n.02:flake	23
goad.n.02:spur	4
mods.n.01:mods	65
answer.v.01:reply	13
distribute.v.01:distribute	65
hem.n.02:hem	7
home.r.02:home	10
awful.s.02:awful	3
stage.v.01:present	8
steen.n.01:Steen	2
depend_on.v.01:hinge_on	125
north.n.01:North	4
rich.a.07:rich	181
unhorse.v.01:light	91
land.v.01:land	25
medium.n.08:medium	61
asian.n.01:Asian	97
wholly.r.01:wholly	7
exploration.n.02:exploration	30
grandfather.n.01:grandfather	10
o.k..n.01:okey	19
shred.n.01:whit	7
shovel.n.01:shovel	3
horn.v.01:tusk	71
submerge.v.02:overwhelm	42
screen.n.01:screen	15
pleasing.n.01:pleasing	26
endowed.a.01:endowed	15
void.n.02:void	14
raid.v.01:bust	24
spaghetti.n.02:spaghetti	57
squash.v.01:squash	17
squeeze.v.02:squeeze	2
naturally.r.02:naturally	67
muff.n.01:muff	8
flex.v.05:twist	18
redemption.n.01:salvation	7
torment.v.01:rack	3
synthetic.n.01:synthetic_substance	123
sheepskin.n.01:sheepskin	22
debris.n.01:rubble	2
petty_officer.n.01:PO	32
earmuff.n.01:earmuff	18
overjoy.v.01:overjoy	17
brittle.n.01:brittle	3
muff.v.01:muff	11
swaddle.v.01:swaddle	13
rice.n.02:rice	3
burrito.n.01:burrito	170
essential.a.02:essential	23
browse.v.03:browse	18
reflect.v.04:reflect	3
laminate.v.03:laminate	6
stain.v.04:stain	118
theme.v.01:theme	61
beret.n.01:beret	135
locket.n.01:locket	3
edit.v.03:edit_out	11
christopher.n.01:Christopher	13
medallion.n.03:medallion	190
respite.n.02:break	13
glitter.v.01:glisten	72
liquid.a.01:liquid	6
mercury.n.01:mercury	11
give.n.01:spring	25
throng.v.01:pack	389
spell.n.04:charm	20
decoration.n.02:medallion	15
break.v.52:break	55
substitution.n.01:switch	19
keepsake.n.01:keepsake	37
tangle.n.02:tangle	21
religious.a.02:religious	7
dissuade.v.01:dissuade	46
whirl.n.02:swirl	23
collector.n.02:collector	54
cords.n.01:cords	25
come.v.05:come	10
genetics.n.01:genetics	35
fall_back.v.05:resort	6
momentum.n.02:momentum	151
treadmill.n.01:treadmill	4
awol.n.01:AWOL	1
whammy.n.01:whammy	2
triumvirate.n.01:triumvirate	6
momentum.n.01:momentum	9
blush.v.01:flush	60
pilate.n.01:Pilate	11
school_term.n.01:session	22
loosen.v.07:relax	1
retake.v.03:retake	51
leak.v.01:leak	12
backache.n.01:backache	5
overestimate.v.01:overestimate	15
fraction.n.02:fraction	6
entirety.n.01:entirety	55
nudge.n.01:jog	5
fall.n.07:fall	20
adjust.v.03:adapt	13
classically.r.01:classically	46
horizontally.r.01:horizontally	126
peak.n.04:crown	1
manfulness.n.01:manliness	58
rub.v.02:scratch	4
intrude.v.03:pry	255
screw.v.02:screw	26
tick.n.01:tick	29
register.n.02:register	2
canine.n.01:canine	45
holder.n.03:holder	5
frill.n.01:frill	55
drum_sander.n.01:smoother	32
extra.n.03:duplicate	18
record.v.01:record	4
check_mark.n.01:check	226
boxing_glove.n.01:glove	37
brass_knucks.n.01:knuckles	10
exponent.n.03:index	6
tons.n.01:oodles	3
incompetent.n.01:incompetent	16
handle.v.04:palm	48
leak.n.01:leak	81
ocean.n.01:ocean	38
country.n.02:state	34
combine.n.01:combine	14
jezebel.n.02:jezebel	62
spiciness.n.01:spice	86
imagination.n.01:imagination	24
connection.n.02:connection	7
ruffle.v.09:ruffle	14
prototype.n.01:image	31
show.v.08:show	17
vacation.n.02:vacation	3
consumption.n.03:use	5
earplug.n.02:earplug	3
flipper.n.01:fin	64
count.v.02:weigh	40
fool.v.01:fool	1
christmas.n.01:Christmastime	26
sunscreen.n.01:sunscreen	4
scat.v.01:bunk	42
color.n.03:colour	24
limp.v.01:limp	236
finger.n.03:finger	14
spot.n.05:fleck	42
appeal.n.03:appeal	68
index.n.05:index	15
shout.v.02:shout	104
arch.v.01:curve	1
obligingly.r.01:obligingly	24
ready.n.01:ready	1
carbon_monoxide.n.01:CO	37
bring.v.02:bring	25
earthy.a.04:earthy	17
thickness.n.03:thickness	20
amber.n.02:amber	103
resound.v.01:ring	2
antigua.n.01:Antigua	15
sarong.n.01:sarong	19
tied.a.03:tied	42
pedicure.n.01:pedicure	19
hibiscus.n.01:hibiscus	6
breezy.s.01:breezy	29
fluorine.n.01:fluorine	15
gas_constant.n.01:universal_gas_constant	47
dull.v.05:dull	1
beetle.n.01:beetle	26
natural.n.02:cancel	18
figure.v.02:figure	10
long.r.02:long	11
suffer.v.01:endure	22
caducous.a.01:shed	21
terry.n.02:terrycloth	3
footnote.n.01:footer	64
bathtub.n.01:tub	48
wrapped.a.03:wrapped	63
drink.v.01:drink	4
vaporization.n.02:evaporation	2
hex.v.01:jinx	10
ti.n.03:ti	44
watering_place.n.01:spa	32
gown.n.05:robe	13
turkish.n.01:Turkish	27
advise.v.02:notify	9
turkish.a.01:Turkish	46
kimono.n.01:kimono	25
brilliantly.r.02:brilliantly	93
attache_case.n.01:attache	14
settle.n.01:settle	28
potential.n.01:potential	40
cover_girl.n.01:pin-up	16
couple.n.05:couple	11
on.a.02:on	14
march.n.01:Mar	1
desynchronize.v.01:desynchronize	17
cabinet.n.01:cabinet	16
hook.n.06:hook	132
leave.v.02:leave	13
dinner_dress.n.01:formal	31
kinetic.a.01:kinetic	19
lithium.n.01:lithium	26
ion.n.01:ion	6
capacitor.n.01:capacitor	6
mimic.v.01:mimic	15
revision.n.01:revision	46
calendar.n.02:calendar	8
calendar.v.01:calendar	19
verdict.n.01:verdict	121
presentation.n.02:presentation	63
credit_card.n.01:plastic	16
gummed_label.n.01:sticker	14
sold.a.01:sold	13
fund.n.01:fund	12
march.v.01:process	29
automatic_pistol.n.01:automatic	11
designation.n.03:designation	8
ticking.n.02:ticking	23
submerge.v.01:submerge	12
april.n.01:Apr	8
check.n.01:cheque	69
still.n.01:still	6
calm.v.01:tranquillize	22
mechanical.a.02:mechanical	108
east.n.02:Orient	438
loon.n.02:diver	26
lock.v.04:lock	9
letter.v.01:letter	35
float.n.06:float	3
refreshingly.r.02:refreshingly	61
masculine.a.02:masculine	118
obviously.r.01:plain	34
obtrusive.a.01:obtrusive	13
retrospect.n.01:retrospect	84
automatic_rifle.n.01:automatic	22
minus.a.01:minus	11
zigzag.v.01:crank	4
decelerate.v.01:retard	2
hack.v.06:hack	45
television.n.01:television	61
light.n.06:illumination	9
briskly.r.01:briskly	4
recognition.n.02:recognition	37
oxygen.n.01:oxygen	24
spot.v.02:recognize	20
workhorse.n.02:workhorse	4
unlimited.a.01:unlimited	12
service.v.02:service	24
predecessor.n.01:predecessor	45
alliance.n.03:alignment	13
skew.v.01:skew	4
liar.n.01:liar	4
regularity.n.01:regularity	7
rediscover.v.01:rediscover	6
masterpiece.n.02:masterpiece	16
singapore.n.01:Singapore	4
malaysian.a.01:Malaysian	33
japan.n.01:Japan	46
precise.a.01:precise	11
inaccuracy.n.01:inaccuracy	39
aesthetic.a.01:aesthetic	7
smasher.n.02:stunner	14
jubilee.n.01:jubilee	14
care.n.05:charge	41
marking.n.04:marking	13
brush.v.04:sweep	23
memorize.v.01:con	83
bend.n.01:twist	5
recapitulate.v.01:recap	5
presentation.n.06:intro	18
dive.n.02:dive	16
dial.v.01:dial	20
pepsi.n.01:Pepsi	65
marker.n.02:marking	14
pendulum.n.01:pendulum	27
unnoticed.a.01:unnoticed	105
submariner.n.01:submariner	24
court.n.11:homage	189
jewel.n.01:jewel	22
chop.v.05:hack	4
militia.n.01:reserves	33
environmentally.r.01:environmentally	39
balance.v.02:balance	5
lugsail.n.01:lug	25
directional.a.01:directional	22
oyster.n.01:oyster	41
twelve.n.01:twelve	20
gasket.n.01:gasket	18
proof.v.01:proof	6
imperative.a.01:imperative	7
strikingly.r.01:strikingly	6
differentiator.n.01:differentiator	8
dive.n.02:diving	13
identifiable.a.01:identifiable	4
ice_lolly.n.01:lollipop	14
proprietary.a.01:proprietary	41
escape.n.01:flight	62
liquid_crystal_display.n.01:LCD	15
classical.a.01:classical	11
supplication.n.02:plea	19
valet.n.01:gentleman	92
hit.n.07:hit	18
shear.n.01:shear	45
slit.v.02:slit	1
demolish.v.03:destroy	8
scribble.n.01:scratch	239
acme.n.01:height	221
nuclear.a.01:atomic	53
synchronize.v.01:sync	3
victor.n.01:superior	34
suck.v.03:suck	34
transplant.v.01:transfer	2
impolitely.r.01:rudely	12
file.v.01:register	10
postage.n.01:postage	9
authorized.a.01:authorized	11
mailing.n.01:mailing	82
winder.n.02:winder	12
moral.a.01:moral	16
floor.n.02:story	35
blame.v.02:blame	6
four.s.01:iv	20
safety_blitz.n.01:blitz	19
dart.v.02:flash	64
meaning.n.02:substance	13
visibly.r.01:visibly	5
cyclops.n.01:Cyclops	25
complement.n.05:complement	55
diver.n.01:diver	37
calamity.n.01:disaster	3
viscera.n.01:innards	156
winder.n.03:winder	25
jury.n.01:jury	44
achiever.n.01:winner	22
glance.v.01:glance	3
faceplate.n.01:faceplate	4
enamel.n.02:enamel	8
connected.a.02:connected	1
micron.n.01:micron	1
nickname.n.01:moniker	7
ringer.n.02:clone	26
timekeeping.n.01:timekeeping	6
automatic_rifle.n.01:machine_rifle	13
quartz_glass.n.01:vitreous_silica	18
look.n.02:looking_at	54
tag.n.01:ticket	10
radio_link.n.01:radio_link	90
watchband.n.01:wristband	19
screen.v.01:test	37
eighty-nine.s.01:89	7
give.v.21:render	108
sword.n.01:sword	1
landscape.n.02:landscape	12
past.n.03:past_tense	5
hush.v.02:still	3
father.n.01:male_parent	21
police.n.01:police_force	5
snorkel.n.01:snorkel	36
back.n.01:dorsum	6
repair.n.01:reparation	23
reset.v.02:reset	10
start.n.03:starting	5
expertly.r.01:expertly	17
synchronize.v.01:synchronize	7
surgical.a.01:surgical	9
sock.v.01:bash	1
avalanche.n.01:avalanche	33
quartz.n.02:quartz	38
critical.a.03:critical	66
united_states_postal_service.n.01:USPS	4
forfeit.v.01:waive	1
reside.v.01:shack	4
oriental.n.01:Oriental	15
deluge.v.01:flood	11
equal.v.02:rival	28
rival.n.01:rival	23
reserve.n.02:reserve	14
hack.n.01:hack	3
crown.n.02:crown	29
stuff.v.03:lug	20
gracefully.r.01:gracefully	38
unidirectional.a.01:unidirectional	29
long_hundred.n.01:120	11
scallop.v.01:scallop	3
omega.n.01:omega	18
deviation.n.01:departure	10
flaunt.v.01:flaunt	20
enamel.n.01:enamel	1
triple.v.01:triple	6
chip.n.09:chipping	20
shatter.v.01:shatter	2
unadorned.a.01:undecorated	20
magnifier.n.01:magnifier	24
brightness.n.01:brightness	4
winged.a.01:winged	38
counter.r.01:counter	25
balanced.a.01:balanced	20
oyster.n.03:oyster	28
deployment.n.01:deployment	11
known.a.01:known	79
collector.n.01:collector	4
act.n.02:deed	25
resistance.n.02:resistance	63
admire.v.01:admire	2
fillet.n.05:stopping	48
forum.n.02:forum	10
cheese.n.01:cheese	12
rotor.n.01:rotor	71
swing.v.02:swing	7
